,bound_acc,normal_acc,unbound_acc
0,0.952191235059761,0.9731,0.9991567408032044
1,0.8326693227091634,0.9548,0.9792347422789079
2,0.9203187250996016,0.9726,0.9991567408032044
3,0.8605577689243028,0.9639,0.9907241488352483
4,0.8565737051792829,0.9747,0.9983134816064088
5,0.8565737051792829,0.9747,0.9983134816064088
6,0.9043824701195219,0.9723,0.9966269632128175
7,0.7848605577689243,0.9566,0.985770001054074
8,0.852589641434263,0.9722,0.9992621482028038
9,0.8804780876494024,0.9705,0.9964161484136186
10,0.8605577689243028,0.9639,0.9907241488352483
11,0.9800796812749004,0.9744,0.999051333403605
12,0.9203187250996016,0.972,0.9966269632128175
13,0.7250996015936255,0.9485,0.9786022978813113
14,0.9362549800796812,0.9731,0.9975756298092127
15,0.9601593625498008,0.9742,0.9998945926004006
16,0.952191235059761,0.9731,0.9991567408032044
17,0.8725099601593626,0.9712,0.9979972594076104
18,0.9601593625498008,0.9716,0.9977864446084115
19,0.8605577689243028,0.9718,0.9981026668072098
20,0.8645418326693227,0.9721,0.9979972594076104
21,0.8565737051792829,0.9675,0.9959945188152208
22,0.9322709163346613,0.9722,0.9986297038052071
23,0.9402390438247012,0.9738,0.9981026668072098
24,0.9561752988047809,0.9745,0.9992621482028038
25,0.8764940239043825,0.9678,0.9928322968272373
26,0.9362549800796812,0.9731,0.9975756298092127
27,0.9043824701195219,0.9693,0.9950458522188258
28,0.9482071713147411,0.9758,0.9994729630020027
29,0.8565737051792829,0.9747,0.9983134816064088
30,0.8645418326693227,0.9716,0.9937809634236323
31,0.952191235059761,0.9731,0.9991567408032044
32,0.8685258964143426,0.9688,0.9953620744176241
33,0.8844621513944223,0.9756,0.999051333403605
34,0.8207171314741036,0.9499,0.9754400758933277
35,0.7649402390438247,0.9675,0.9960999262148202
36,0.7848605577689243,0.9675,0.9909349636344471
37,0.9322709163346613,0.9702,0.9951512596184252
38,0.8844621513944223,0.9709,0.997891852008011
39,0.6573705179282868,0.9555,0.9867186676504691
40,0.8844621513944223,0.9756,0.999051333403605
41,0.9561752988047809,0.9724,0.9985242964056077
42,0.9083665338645418,0.9703,0.9949404448192263
43,0.8247011952191236,0.967,0.990197111837251
44,0.8207171314741036,0.969,0.9968377780120165
45,0.9561752988047809,0.9745,0.9992621482028038
46,0.9721115537848606,0.9739,0.998840518604406
47,0.7290836653386454,0.9646,0.9949404448192263
48,0.9442231075697212,0.9713,0.9970485928112154
49,0.9641434262948207,0.9745,0.9989459260040054
