,bound_acc,normal_acc,unbound_acc
0,0.9207920792079208,0.9879,0.9992846193152785
1,0.8613861386138614,0.9872,0.9988758303525804
2,0.8712871287128713,0.9868,0.997751660705161
3,0.8811881188118812,0.9867,0.9988758303525804
4,0.9504950495049505,0.9879,0.999795605518651
5,0.9504950495049505,0.9879,0.999795605518651
6,0.9504950495049505,0.9876,0.9992846193152785
7,0.9306930693069307,0.9888,0.9996934082779765
8,0.7623762376237624,0.9841,0.9965252938170669
9,0.8712871287128713,0.9873,0.9994890137966275
10,0.9504950495049505,0.9863,0.9969340827797649
11,0.8514851485148515,0.9873,0.999795605518651
12,0.9108910891089109,0.9877,0.9996934082779765
13,0.7920792079207921,0.9874,0.9994890137966275
14,0.9207920792079208,0.9878,0.999386816555953
15,0.9603960396039604,0.9882,0.9986714358712315
16,0.8712871287128713,0.988,0.9994890137966275
17,0.9801980198019802,0.9884,0.999795605518651
18,0.9207920792079208,0.9851,0.9958099131323455
19,0.8613861386138614,0.9877,0.9994890137966275
20,0.9504950495049505,0.9875,0.9990802248339294
21,0.9207920792079208,0.9878,0.999386816555953
22,0.9207920792079208,0.9874,0.9992846193152785
23,0.9603960396039604,0.9876,0.998569238630557
24,0.8712871287128713,0.9885,0.9996934082779765
25,0.9108910891089109,0.9868,0.9984670413898825
26,0.9207920792079208,0.9878,0.999386816555953
27,0.9108910891089109,0.9877,0.9996934082779765
28,0.8217821782178217,0.9859,0.9980582524271845
29,0.9207920792079208,0.988,0.999591211037302
30,0.9504950495049505,0.988,0.9990802248339294
31,0.9405940594059405,0.9883,0.999795605518651
32,0.9306930693069307,0.9876,0.999386816555953
33,0.9603960396039604,0.9884,0.999591211037302
34,0.9207920792079208,0.9879,0.9992846193152785
35,0.9603960396039604,0.9883,0.999795605518651
36,0.8811881188118812,0.9861,0.99795605518651
37,0.7722772277227723,0.987,0.9986714358712315
38,0.9405940594059405,0.9883,0.999795605518651
39,0.6732673267326733,0.9857,0.9978538579458355
40,0.9306930693069307,0.9878,0.9984670413898825
41,0.8316831683168316,0.9877,0.9998978027593255
42,0.8811881188118812,0.9873,0.99795605518651
43,0.9306930693069307,0.9878,0.9984670413898825
44,0.8613861386138614,0.9884,0.9998978027593255
45,0.8415841584158416,0.9873,0.9990802248339294
46,0.693069306930693,0.9865,0.999386816555953
47,0.8613861386138614,0.9867,0.9986714358712315
48,0.8217821782178217,0.9846,0.995707715891671
49,0.7920792079207921,0.9864,0.9989780275932549
