,bound_acc,normal_acc,unbound_acc
0,0.9920318725099602,0.9737,0.9998945926004006
1,0.9601593625498008,0.9732,0.9996837778012017
2,0.900398406374502,0.9692,0.996732370612417
3,0.9442231075697212,0.9713,0.9962053336144198
4,0.9960159362549801,0.9737,1.0
5,0.9760956175298805,0.9729,0.998840518604406
6,0.9880478087649402,0.9723,0.9982080742068093
7,1.0,0.9738,1.0
8,0.9402390438247012,0.9735,0.9991567408032044
9,0.9123505976095617,0.972,0.9976810372088121
10,0.9561752988047809,0.9738,0.9984188890060082
11,0.9920318725099602,0.9734,0.9997891852008011
12,0.8047808764940239,0.9696,0.9927268894276379
13,0.9601593625498008,0.9741,0.9994729630020027
14,0.9482071713147411,0.9726,0.9985242964056077
15,0.9840637450199203,0.9738,0.9997891852008011
16,0.9482071713147411,0.9718,0.998840518604406
17,0.900398406374502,0.9755,0.9992621482028038
18,0.8645418326693227,0.9709,0.9982080742068093
19,0.9561752988047809,0.9726,0.9993675556024033
20,0.9482071713147411,0.9718,0.9976810372088121
21,0.9561752988047809,0.9721,0.9974702224096131
22,0.7888446215139442,0.9671,0.9969431854116159
23,0.9243027888446215,0.972,0.9986297038052071
24,0.7609561752988048,0.9662,0.9899862970380521
25,0.9760956175298805,0.9729,0.9995783704016022
26,0.896414342629482,0.9727,0.997891852008011
27,0.9760956175298805,0.9733,0.9997891852008011
28,0.9721115537848606,0.9734,0.9996837778012017
29,0.9282868525896414,0.9717,0.9985242964056077
30,0.9282868525896414,0.9725,0.9987351112048066
31,0.9561752988047809,0.9722,0.9979972594076104
32,0.9681274900398407,0.9754,0.9982080742068093
33,0.8007968127490039,0.9692,0.9969431854116159
34,0.8406374501992032,0.9723,0.9996837778012017
35,0.7848605577689243,0.9524,0.9799725940761042
36,1.0,0.9738,1.0
37,0.9641434262948207,0.9735,0.9995783704016022
38,0.896414342629482,0.9721,0.9982080742068093
39,0.9800796812749004,0.9731,0.9992621482028038
40,1.0,0.9738,1.0
41,0.9721115537848606,0.9743,0.998840518604406
42,1.0,0.9738,1.0
43,0.9043824701195219,0.9714,0.9992621482028038
44,0.9840637450199203,0.9731,0.9991567408032044
45,0.9203187250996016,0.9729,0.998840518604406
46,0.9561752988047809,0.9732,0.9992621482028038
47,0.8446215139442231,0.9735,0.9985242964056077
48,0.9243027888446215,0.97,0.9955728892168231
49,0.8366533864541833,0.9703,0.9979972594076104
50,0.952191235059761,0.9714,0.9970485928112154
51,0.900398406374502,0.9709,0.9959945188152208
52,0.8127490039840638,0.9641,0.990197111837251
53,0.9840637450199203,0.9742,0.9998945926004006
54,0.8884462151394422,0.9702,0.996732370612417
55,0.9681274900398407,0.9735,0.9996837778012017
56,0.9482071713147411,0.9723,0.997891852008011
57,0.9721115537848606,0.9735,0.9998945926004006
58,1.0,0.9738,1.0
59,0.9482071713147411,0.9782,0.998840518604406
