,bound_acc,normal_acc,unbound_acc
0,0.9108910891089109,0.9876,0.999386816555953
1,0.9801980198019802,0.9886,1.0
2,0.9207920792079208,0.988,1.0
3,0.8712871287128713,0.9864,0.998364844149208
4,0.9900990099009901,0.9885,1.0
5,0.9306930693069307,0.9875,0.999386816555953
6,0.9108910891089109,0.9882,0.999386816555953
7,1.0,0.9886,1.0
8,0.9900990099009901,0.9886,0.9998978027593255
9,1.0,0.9887,1.0
10,0.9504950495049505,0.9884,1.0
11,0.9207920792079208,0.9876,0.9992846193152785
12,0.9405940594059405,0.987,0.9984670413898825
13,0.9207920792079208,0.988,0.999386816555953
14,0.7821782178217822,0.9863,0.9989780275932549
15,0.9702970297029703,0.9884,1.0
16,0.9207920792079208,0.9881,0.999591211037302
17,0.9900990099009901,0.9886,1.0
18,0.9306930693069307,0.9875,0.999591211037302
19,0.8613861386138614,0.9874,0.999795605518651
20,0.8415841584158416,0.987,0.999386816555953
21,1.0,0.9887,1.0
22,0.9504950495049505,0.9883,0.999795605518651
23,0.8712871287128713,0.9877,0.9989780275932549
24,0.9405940594059405,0.9879,0.999182422074604
25,0.8316831683168316,0.9863,0.9986714358712315
26,0.8415841584158416,0.9867,0.9989780275932549
27,0.9405940594059405,0.9877,0.998773633111906
28,0.9108910891089109,0.988,0.999591211037302
29,0.9801980198019802,0.9885,1.0
30,0.8613861386138614,0.9875,0.999182422074604
31,0.8217821782178217,0.986,0.998773633111906
32,0.9306930693069307,0.9877,0.9988758303525804
33,0.9306930693069307,0.9865,0.9980582524271845
34,0.9900990099009901,0.9884,0.999795605518651
35,0.9504950495049505,0.9881,0.999591211037302
36,0.9702970297029703,0.988,0.9986714358712315
37,0.9900990099009901,0.9885,0.9998978027593255
38,0.9603960396039604,0.9876,0.9992846193152785
39,0.9702970297029703,0.9881,0.999591211037302
40,0.9207920792079208,0.9883,1.0
41,0.9900990099009901,0.9885,1.0
42,0.9306930693069307,0.9885,0.9998978027593255
43,0.9801980198019802,0.9881,0.999386816555953
44,1.0,0.9886,1.0
45,0.9207920792079208,0.988,0.999591211037302
46,0.9108910891089109,0.9877,0.999591211037302
47,0.9702970297029703,0.9883,1.0
48,0.8811881188118812,0.9864,0.9982626469085335
49,0.9405940594059405,0.9883,0.9994890137966275
50,0.8811881188118812,0.9871,0.999182422074604
51,0.900990099009901,0.9874,0.9992846193152785
52,0.9207920792079208,0.9877,0.999591211037302
53,1.0,0.9888,1.0
54,0.9108910891089109,0.9878,0.999182422074604
55,0.9504950495049505,0.9878,0.999386816555953
56,0.8811881188118812,0.9872,0.9992846193152785
57,0.9900990099009901,0.9885,0.9998978027593255
58,0.8811881188118812,0.9876,0.9994890137966275
59,0.8910891089108911,0.9878,0.999386816555953
