,bound_acc,normal_acc,unbound_acc
0,0.9468085106382979,0.9914,0.9980502821959979
1,0.925531914893617,0.9912,0.9977424320164187
2,0.9361702127659575,0.9913,0.9983581323755772
3,0.9148936170212766,0.9895,0.9970241149307337
4,0.925531914893617,0.9918,0.9977424320164187
5,0.9361702127659575,0.9907,0.9974345818368394
6,0.9574468085106383,0.9913,0.9979476654694716
7,0.925531914893617,0.9898,0.9971267316572602
8,0.9148936170212766,0.9917,0.9971267316572602
9,0.9574468085106383,0.9908,0.9978450487429451
