,bound_acc,normal_acc,unbound_acc
0,0.8756906077348067,0.9749,0.9947543089604968
1,0.8950276243093923,0.9724,0.994004924526282
2,0.019337016574585635,0.0958,0.09774114120543839
3,0.861878453038674,0.9716,0.9953966384755379
4,0.8895027624309392,0.9729,0.9933625950112408
